Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Living_Area_Ratio,Basement_Area_Ratio,Garage_Area_Ratio,House_Age_Binned,Living_Area_Binned,Age_at_Sale,Years_Since_Remodel,Garage_Age,Total_Bathrooms,Total_Porch_SF,Total_SF,Has_Garage,Has_Basement,Has_Fireplace,PC1,PC2,PC3,PC4,PC5,PC6,PC7
93,533130160,60,RL,88.0,11134,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,0.0,261.0,7.237778191923443,GasA,Ex,Y,SBrkr,1402,823,0,7.70796153183549,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1992.0,RFn,3.0,6.570882962339584,TA,TA,Y,198,30,0,0,0,0,,None,,0,6,2010,WD ,Normal,285000,0.19983833303395007,0.12484282378300701,0.06403808155200287,Recent,Very_Large,18,17,18.0,3.5,228,8.193123721512068,1,1,1,3.2300047695629788,1.9362220714682548,1.4819429818987044,1.1312016229409136,0.07577684683211637,0.577732778075546,0.5104367439370445
107,533253060,120,RL,30.0,4420,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,728.0,Unf,0.0,0.0,6.591673732008658,GasA,TA,Y,SBrkr,788,0,0,6.670766320845874,1.0,0.0,1,0,1,1,Gd,3,Typ,1,TA,Detchd,1980.0,Fin,2.0,6.184148890937483,TA,TA,Y,133,42,0,0,0,0,,None,,0,6,2010,WD ,Normal,155000,0.17828054298642534,0.16470588235294117,0.10950226244343891,Recent,Small,30,30,30.0,2.0,175,7.324489979348532,1,1,1,-1.959640316714467,-1.716499415046877,-1.2460513369715165,1.093600596279448,0.4764892132259885,-0.44477795069553566,2.4162479292909382
108,533253210,120,RL,40.0,3880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1052.0,Unf,0.0,174.0,7.112327444710911,GasA,TA,Y,SBrkr,1226,0,0,7.112327444710911,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,6.184148890937483,TA,TA,Y,223,78,0,0,0,0,,None,,0,1,2010,WD ,Normal,206000,0.31597938144329896,0.31597938144329896,0.12474226804123711,Moderate,Medium,32,32,32.0,2.0,301,7.8050670442584895,1,1,1,-0.6825963880151622,1.140040026314396,-0.6734183193791934,0.4959422420141637,0.2243749721908543,-0.6655520849105152,1.474800694923663
110,534102025,20,FV,80.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,659.0,7.30854279753919,GasA,Ex,Y,SBrkr,1492,0,0,7.30854279753919,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2.0,6.391917113392602,TA,TA,Y,277,137,0,0,0,0,,None,,0,4,2010,WD ,Normal,230000,0.1865,0.1865,0.0745,New,Large,8,8,8.0,3.0,414,8.001355025826703,1,1,1,2.557729227864222,0.89454678169257,-0.2534680005620855,-0.5454191747599724,0.49876689562435633,0.6095914049088996,0.01246727025259828
112,534151175,60,RL,80.0,10791,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137.0,Unf,0.0,143.0,7.155396301896734,GasA,Ex,Y,SBrkr,1280,1215,0,7.822444729489319,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,2.0,6.493753839851686,TA,TA,Y,224,32,0,0,0,0,,None,,0,3,2010,WD ,Normal,243500,0.2312111945139468,0.11861736632378835,0.06116207951070336,Recent,Very_Large,17,17,17.0,3.5,256,8.236420527265391,1,1,1,2.387592664528068,1.4659461160242375,1.9118616608159902,0.16075265483850154,0.3881321700727102,0.8553167963758627,-1.0213607442142436
116,534176060,20,RL,78.0,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,982.0,Unf,0.0,179.0,7.057897937411856,GasA,TA,Y,SBrkr,1381,0,0,7.231287004327616,1.0,0.0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2.0,6.517671272912275,TA,TA,Y,0,0,0,0,0,0,,None,,0,3,2010,WD ,Normal,197500,0.14754273504273505,0.12403846153846154,0.07222222222222222,Moderate,Medium,38,4,38.0,2.5,0,7.841099765422119,1,1,1,-0.028056338129046503,0.8750074638531176,-0.563355236868396,0.16268686900326293,-1.2834293990049181,1.3138842367579062,0.6214225350205138
117,534176230,60,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,329.0,Unf,0.0,386.0,6.573680166960646,GasA,TA,Y,SBrkr,930,715,0,7.406103381237015,0.0,0.0,1,2,4,1,TA,7,Typ,0,,Attchd,1971.0,RFn,2.0,6.091309882077698,TA,TA,Y,0,78,0,0,0,0,,GdWo,,0,6,2010,WD ,Normal,171000,0.17135416666666667,0.07447916666666667,0.0459375,Moderate,Large,39,39,39.0,2.0,78,7.766840537085513,1,1,0,-1.963616430245807,0.12582319852869742,0.8869270264742447,1.1884897416992666,-0.13702932784400193,-0.5027518420195499,0.10399628560465125
125,534425310,85,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763.0,Unf,0.0,173.0,6.842683282238422,GasA,Ex,Y,SBrkr,1054,0,0,6.961296045910167,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Attchd,1963.0,RFn,2.0,6.175867270105761,TA,TA,Y,120,0,0,0,0,0,,MnPrv,,0,5,2010,WD ,Abnorml,137500,0.11977272727272727,0.10636363636363637,0.05454545454545454,Moderate,Small,47,47,47.0,2.0,120,7.596392304064196,1,1,0,-2.837304810743793,0.5621946369623005,-0.4798138719695843,1.2905988969025612,0.43774896908027605,0.25750385073900595,0.8128236900345918
128,534431050,50,RL,68.0,9724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,TA,CBlock,TA,TA,No,LwQ,670.0,Unf,0.0,470.0,7.039660349862076,GasA,Gd,Y,SBrkr,1929,532,0,7.808729306744399,0.0,0.0,2,0,3,1,TA,7,Min2,2,Gd,Detchd,1994.0,Unf,2.0,5.993961427306569,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,3,2010,WD ,Normal,197600,0.25308515014397365,0.11723570547099958,0.04113533525298231,Moderate,Very_Large,58,8,16.0,2.0,0,8.189244525735901,1,1,1,0.8685265046185244,2.613541526324995,1.0413044127798479,-0.9069652213653033,-1.7552258489858117,0.5817873454498229,-1.8916900211682233
134,534479320,20,RL,78.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540.0,Unf,0.0,728.0,7.1459844677143876,GasA,Gd,Y,SBrkr,1268,0,0,7.1459844677143876,0.0,0.0,1,0,2,1,TA,7,Typ,1,Gd,Attchd,1954.0,Fin,1.0,5.501258210544727,TA,TA,Y,0,98,0,0,0,0,,None,,0,3,2010,WD ,Normal,132000,0.16256410256410256,0.16256410256410256,0.03128205128205128,Moderate,Medium,56,56,56.0,1.0,98,7.838737559599282,1,1,1,-4.2903207795389795,2.2508309561929876,-0.27173015373806353,-0.8449632207565811,0.42080598416730186,-0.8853191263154205,-0.659356329515762
143,535152250,20,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922.0,Unf,0.0,392.0,7.181591944611865,GasA,TA,Y,SBrkr,1314,0,0,7.181591944611865,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1957.0,RFn,1.0,5.68697535633982,TA,TA,Y,250,0,0,0,0,0,,None,,0,6,2010,WD ,Normal,145000,0.15642857142857142,0.15642857142857142,0.035,Moderate,Medium,53,53,53.0,2.0,250,7.874358824729881,1,1,0,-3.4832012306778495,2.2622215713588965,0.11675976185032064,-0.7502310814452577,0.9407522229010172,0.11835728448883653,-0.3583005027914466
147,535175180,20,RL,87.0,10725,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,91.0,TA,TA,CBlock,TA,TA,No,Rec,936.0,Unf,0.0,270.0,7.095893221097532,GasA,Fa,Y,SBrkr,1206,0,0,7.095893221097532,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,5.746203190540153,TA,TA,Y,0,21,0,0,0,0,,None,,0,5,2010,WD ,Normal,108538,0.11244755244755245,0.11244755244755245,0.02909090909090909,Moderate,Medium,51,51,51.0,1.0,21,7.7886260656250315,1,1,0,-3.890295121569803,1.7206558286356692,-0.5963817833100056,-0.514294063901298,0.32089237580480034,-0.7609372950866903,-0.627061910771453
149,535180130,50,RL,60.0,8382,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,6.725033642166843,GasA,TA,Y,FuseA,832,505,0,7.198931240688173,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,5.575949103146316,TA,TA,Y,0,0,0,0,0,0,,None,,0,2,2010,WD ,Normal,108000,0.15950847053209258,0.09926031973276067,0.031376759723216414,Moderate,Medium,54,54,54.0,1.0,0,7.682482446534506,1,1,0,-4.901465490093316,0.4223285810220458,0.35566826402942686,-0.1731861004742726,0.2151756288552114,-0.8096643709230485,-1.1775851352564162
153,535304180,20,RL,68.0,7922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,731.0,Unf,0.0,326.0,6.964135612418245,GasA,TA,Y,SBrkr,1057,0,0,6.964135612418245,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1953.0,Unf,1.0,5.5093883366279774,TA,TA,Y,0,52,0,0,0,0,,None,,0,1,2010,WD ,Abnorml,109000,0.13342590254986114,0.13342590254986114,0.031052764453420853,Moderate,Small,57,3,57.0,2.0,52,7.656810091480378,1,1,0,-3.1425710629257115,-0.10752976889467156,-0.27476917617928975,-2.2365212138056023,-1.3456868649040308,1.1110800114614614,0.5794417079326756
164,535454070,50,RL,71.0,8520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,6.814542897259958,GasA,Fa,Y,SBrkr,910,475,0,7.234177179749849,0.0,0.0,2,0,4,1,TA,6,Typ,0,,Detchd,2000.0,Unf,2.0,6.580639137284949,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD ,Normal,166000,0.16255868544600938,0.1068075117370892,0.08450704225352113,Moderate,Medium,58,58,10.0,2.0,0,7.738923757439457,1,1,0,-1.5600101096024395,0.4013131565826391,0.43484552954947825,2.4033675074139693,1.1486426703264419,0.1944582810247944,-1.3217345038111465
176,902125160,30,RM,47.0,4608,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,747.0,6.617402977974478,GasA,TA,Y,SBrkr,747,0,0,6.617402977974478,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1.0,5.3981627015177525,TA,TA,Y,0,0,0,0,0,0,,None,,0,6,2010,WD ,Normal,80000,0.162109375,0.162109375,0.04774305555555555,Old,Small,65,60,65.0,1.0,0,7.3098814858247865,1,1,0,-6.722329210575702,-0.5483070563850498,-0.7366570941049397,-0.16329495638365538,0.67522322949779,-0.10670142419852079,-0.011909468620803403
179,902206130,45,RM,50.0,6900,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,827.0,6.71901315438526,GasA,Gd,Y,SBrkr,827,424,0,7.132497551660044,0.0,0.0,1,0,3,1,Fa,6,Typ,0,,Detchd,1938.0,Unf,1.0,5.484796933490655,Fa,TA,N,0,0,0,0,0,0,,None,,0,1,2010,WD ,Normal,119000,0.18130434782608695,0.11985507246376811,0.034782608695652174,Old,Medium,72,10,72.0,1.0,0,7.639642287858013,1,1,0,-4.340035115143154,0.022938899913979616,0.5575615437359565,-1.6239055895998873,-2.3465665775927906,-0.2901609406754367,0.9241035999153299
191,902403070,70,RM,60.0,10560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,TA,No,Rec,283.0,Unf,0.0,455.0,6.6052979209482015,GasA,Ex,Y,SBrkr,868,602,0,7.293697720601438,0.0,0.0,1,1,2,1,TA,6,Min1,0,,Detchd,1970.0,Unf,2.0,6.437751649736401,TA,TA,Y,0,0,0,0,0,0,,None,,0,6,2010,WD ,Normal,140750,0.13920454545454544,0.06988636363636364,0.05909090909090909,Old,Large,88,16,40.0,1.5,0,7.700295203420117,1,1,0,-2.592812931656961,0.16237429576626752,0.503899911054059,1.4194399269683586,-2.428407192153591,0.5304205917104394,0.5798128379833765
192,903204040,50,RM,53.0,5830,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,788.0,Unf,0.0,200.0,6.8966943316227125,GasA,Ex,Y,SBrkr,1030,582,0,7.385851078125209,0.0,0.0,1,1,3,1,TA,7,Typ,0,,Detchd,1950.0,Unf,1.0,5.8971538676367405,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,3,2010,WD ,Normal,128500,0.2765008576329331,0.16946826758147512,0.062264150943396226,Moderate,Large,60,13,60.0,1.5,0,7.8636512654486515,1,1,0,-2.911414161326451,0.8755245041875267,0.6767576886155346,-1.1407103031585781,-1.8164901762787502,0.24734617200795833,-0.2782082368972128
200,903233120,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,6.834108738813838,GasA,TA,Y,FuseF,928,608,0,7.337587743538596,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1930.0,Unf,2.0,6.175867270105761,TA,TA,Y,0,10,0,0,0,0,,MnPrv,,0,3,2010,WD ,Normal,138400,0.24615384615384617,0.14871794871794872,0.07692307692307693,Old,Large,80,60,80.0,2.0,10,7.80994708647679,1,1,1,-3.999279612121949,2.162991348943495,2.17634379416696,1.6117888221588481,-0.25304779414786155,0.8775844291268584,-0.2949253593575148
210,904101110,20,RL,100.0,15263,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,Gd,TA,No,Rec,766.0,Unf,0.0,656.0,7.260522598089852,GasA,Gd,Y,SBrkr,1675,0,0,7.424165281042028,0.0,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1959.0,Unf,1.0,5.902633333401366,TA,TA,Y,0,132,0,0,0,0,,None,,0,5,2010,WD ,Normal,173000,0.10974251457773701,0.0931664810325624,0.023914040490074034,Moderate,Very_Large,51,51,51.0,2.0,132,8.038512020976814,1,1,1,-2.0217286136826367,3.3555407113217273,0.9056699099416462,-0.9597406066548203,0.7765988333017283,0.2319440834331079,-1.3165829489664358
221,905104210,20,RL,70.0,8521,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,70.0,6.816735880594968,GasA,TA,Y,SBrkr,912,0,0,6.816735880594968,0.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1.0,5.820082930352362,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,2010,WD ,Normal,125000,0.10702969135078043,0.10702969135078043,0.03943199155028752,Moderate,Small,43,43,36.0,1.0,0,7.509335266016592,1,1,1,-3.914458640630425,-0.4660577042832074,-1.3269922116682806,-0.23205295834926706,0.5056476168861764,-0.7044597396450407,-0.26133082602784247
224,905106140,60,RL,80.0,9364,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,6.498282149476434,GasA,TA,Y,SBrkr,663,689,0,7.210079628170788,0.0,0.0,1,1,4,1,TA,7,Typ,0,,Attchd,1969.0,Fin,1.0,5.703782474656201,TA,TA,Y,379,36,0,0,0,0,,MnPrv,,0,3,2010,WD ,Normal,158000,0.1443827424177702,0.07080307560871422,0.03193079880392995,Moderate,Medium,41,41,41.0,1.5,415,7.60887062919126,1,1,0,-3.536943046595265,-0.8725913482583917,0.6923353857251286,-0.14128414917862167,0.30344682459081584,-1.2601804004195198,0.18438077068567188
225,905106170,20,RL,65.0,7832,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,775.0,Unf,0.0,89.0,6.762729506931879,GasA,Ex,Y,SBrkr,864,0,0,6.762729506931879,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1969.0,Unf,1.0,5.638354669333745,TA,TA,Y,226,0,0,0,0,0,,None,,0,5,2010,WD ,Normal,137250,0.11031664964249234,0.11031664964249234,0.03575076608784474,Moderate,Small,42,42,41.0,2.0,226,7.455298485683291,1,1,0,-3.9575494448685378,-0.8467754248629623,-0.7221051862930166,-0.5973643527788013,1.1272688442156027,0.21339300072594516,0.35220035754658446
229,905109130,60,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,7.175489713624222,GasA,Ex,Y,SBrkr,1306,954,0,7.72356247227797,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1996.0,RFn,2.0,6.280395838960195,TA,TA,Y,296,44,0,0,0,0,,None,,0,4,2010,WD ,Normal,328000,0.16142857142857142,0.09328571428571429,0.03807142857142857,Recent,Very_Large,14,13,14.0,3.5,340,8.17948018535889,1,1,0,2.5723820998663567,1.230222166024291,1.6780491562763729,-0.3675733908482128,0.48467109700578215,0.4860703755276359,-0.2714119254871858
231,905201030,30,RL,94.0,9259,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,6.493753839851686,GasA,TA,N,SBrkr,756,0,0,6.6293632534374485,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1945.0,Unf,2.0,6.089044875446846,TA,TA,N,80,0,0,0,0,0,,None,,0,6,2010,WD ,Normal,85000,0.08165028620801383,0.07128199589588509,0.047521330597256724,Old,Small,83,60,65.0,1.0,80,7.256297239690681,1,1,0,-6.295314093114257,-0.35243374618626894,-0.8841501477801348,2.2039073590663256,-0.33799353449183894,0.7343715639287991,0.25167542438781487
232,905202090,20,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0.0,625.0,6.97354301952014,GasA,TA,Y,SBrkr,1067,0,0,6.97354301952014,0.0,0.0,2,0,2,1,Gd,4,Min2,0,,Attchd,1996.0,Unf,2.0,6.07993319509559,TA,TA,Y,290,0,0,0,0,0,,None,,0,2,2010,WD ,Normal,128000,0.11114583333333333,0.11114583333333333,0.04541666666666667,Moderate,Small,60,15,14.0,2.0,290,7.666221925662725,1,1,0,-1.2458418731124288,-0.4783439947489076,-0.613119622817647,0.014734813899464655,-0.5868551372820484,1.5149802102974608,-1.206391949899175
238,905451320,20,RL,68.0,9571,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,7.0431599159883405,GasA,TA,Y,SBrkr,1144,0,0,7.0431599159883405,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,Unf,1.0,6.391917113392602,TA,TA,Y,44,0,0,0,0,0,,None,,0,6,2010,WD ,Normal,129000,0.11952774004806185,0.11952774004806185,0.062271444990074185,Moderate,Small,54,54,54.0,2.0,44,7.735870319952567,1,1,0,-3.471579600151404,1.605840202850999,-0.32506100244832464,0.6895317476036247,0.8468034533760874,0.5999569921224398,-0.0627941950600644
240,905452160,20,RL,75.0,9525,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,Unf,0.0,218.0,7.067319848653476,GasA,TA,Y,SBrkr,1172,0,0,7.067319848653476,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Fin,1.0,5.905361848054571,TA,TA,Y,240,0,0,0,0,0,,None,,0,6,2010,WD ,Normal,128000,0.12304461942257218,0.12304461942257218,0.0384251968503937,Moderate,Small,56,12,56.0,2.0,240,7.76004068088038,1,1,0,-2.7215407215332976,0.7670448619671317,-0.3045863037249143,-1.4394657496338379,-1.0778827911409286,1.1018777326532683,0.2655043125838874
241,905453040,20,RL,83.0,10420,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36.0,Unf,0.0,1176.0,7.10085190894405,GasA,Ex,Y,SBrkr,1212,0,0,7.10085190894405,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2.0,6.133398042996649,TA,TA,Y,100,22,0,0,0,0,,None,,0,3,2010,WD ,Normal,186000,0.1163147792706334,0.1163147792706334,0.044145873320537425,New,Medium,1,1,1.0,2.0,122,7.793586803371584,1,1,0,1.6816323911438873,-0.8740717538811871,-1.1792123066885924,-0.8120355782163131,-0.020776328625191912,-0.07195101164385685,-0.6919886741724733
245,906201030,60,RL,77.0,9206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,741.0,6.60934924316738,GasA,TA,Y,SBrkr,977,755,0,7.457609289715606,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2.0,6.1675164908883415,TA,TA,Y,192,46,0,0,0,0,,None,,0,6,2010,WD ,Normal,178000,0.18813817075820116,0.08049098414077775,0.051705409515533346,Recent,Very_Large,25,25,25.0,2.5,238,7.813591552952433,1,1,1,-0.025048530611038337,-0.4699973703153356,1.4096496186979561,0.5301691996691132,0.11552294996565578,-0.018470898995485423,-0.49011339568500367
